query_text,ministry_label
Please provide details about funds allocated to Statistics and Programme Implementation.,Ministry of Statistics and Programme Implementation
Why is there no response from the local office of Steel?,Ministry of Steel
I want to file an RTI regarding Steel.,Ministry of Steel
I want to file an RTI regarding Steel.,Ministry of Steel
What is the status of my application with Steel?,Ministry of Steel
Please provide details about funds allocated to Steel.,Ministry of Steel
Complaint regarding delay in service by Steel.,Ministry of Steel
What is the status of my application with Steel?,Ministry of Steel
Requesting information on new schemes under Steel.,Ministry of Steel
Why is there no response from the local office of Steel?,Ministry of Steel
Complaint regarding delay in service by Steel.,Ministry of Steel
What is the status of my application with Steel?,Ministry of Steel
Why is there no response from the local office of Steel?,Ministry of Steel
What is the status of my application with Steel?,Ministry of Steel
What is the status of my application with Steel?,Ministry of Steel
What is the status of my application with Steel?,Ministry of Steel
Please provide details about funds allocated to Steel.,Ministry of Steel
I need the contact details of the nodal officer for Steel.,Ministry of Steel
Please provide details about funds allocated to Steel.,Ministry of Steel
Complaint regarding delay in service by Steel.,Ministry of Steel
I need the contact details of the nodal officer for Steel.,Ministry of Steel
I want to file an RTI regarding Textiles.,Ministry of Textiles
Requesting information on new schemes under Textiles.,Ministry of Textiles
Please provide details about funds allocated to Textiles.,Ministry of Textiles
Please provide details about funds allocated to Textiles.,Ministry of Textiles
Complaint regarding delay in service by Textiles.,Ministry of Textiles
Complaint regarding delay in service by Textiles.,Ministry of Textiles
Why is there no response from the local office of Textiles?,Ministry of Textiles
Please provide details about funds allocated to Textiles.,Ministry of Textiles
What is the status of my application with Textiles?,Ministry of Textiles
What is the status of my application with Textiles?,Ministry of Textiles
Requesting information on new schemes under Textiles.,Ministry of Textiles
I need the contact details of the nodal officer for Textiles.,Ministry of Textiles
Requesting information on new schemes under Textiles.,Ministry of Textiles
I want to file an RTI regarding Textiles.,Ministry of Textiles
I need the contact details of the nodal officer for Textiles.,Ministry of Textiles
Why is there no response from the local office of Textiles?,Ministry of Textiles
I need the contact details of the nodal officer for Textiles.,Ministry of Textiles
Requesting information on new schemes under Textiles.,Ministry of Textiles
I want to file an RTI regarding Textiles.,Ministry of Textiles
Why is there no response from the local office of Textiles?,Ministry of Textiles
Why is there no response from the local office of Tourism?,Ministry of Tourism
I want to file an RTI regarding Tourism.,Ministry of Tourism
Requesting information on new schemes under Tourism.,Ministry of Tourism
Please provide details about funds allocated to Tourism.,Ministry of Tourism
Please provide details about funds allocated to Tourism.,Ministry of Tourism
I need the contact details of the nodal officer for Tourism.,Ministry of Tourism
Please provide details about funds allocated to Tourism.,Ministry of Tourism
What is the status of my application with Tourism?,Ministry of Tourism
Please provide details about funds allocated to Tourism.,Ministry of Tourism
I want to file an RTI regarding Tourism.,Ministry of Tourism
Why is there no response from the local office of Tourism?,Ministry of Tourism
Requesting information on new schemes under Tourism.,Ministry of Tourism
I need the contact details of the nodal officer for Tourism.,Ministry of Tourism
Why is there no response from the local office of Tourism?,Ministry of Tourism
Why is there no response from the local office of Tourism?,Ministry of Tourism
Complaint regarding delay in service by Tourism.,Ministry of Tourism
I need the contact details of the nodal officer for Tourism.,Ministry of Tourism
I need the contact details of the nodal officer for Tourism.,Ministry of Tourism
Requesting information on new schemes under Tourism.,Ministry of Tourism
Requesting information on new schemes under Tourism.,Ministry of Tourism
Why is there no response from the local office of Tribal Affairs?,Ministry of Tribal Affairs
I need the contact details of the nodal officer for Tribal Affairs.,Ministry of Tribal Affairs
Requesting information on new schemes under Tribal Affairs.,Ministry of Tribal Affairs
Why is there no response from the local office of Tribal Affairs?,Ministry of Tribal Affairs
Please provide details about funds allocated to Tribal Affairs.,Ministry of Tribal Affairs
Complaint regarding delay in service by Tribal Affairs.,Ministry of Tribal Affairs
I want to file an RTI regarding Tribal Affairs.,Ministry of Tribal Affairs
What is the status of my application with Tribal Affairs?,Ministry of Tribal Affairs
Complaint regarding delay in service by Tribal Affairs.,Ministry of Tribal Affairs
Why is there no response from the local office of Tribal Affairs?,Ministry of Tribal Affairs
Why is there no response from the local office of Tribal Affairs?,Ministry of Tribal Affairs
Please provide details about funds allocated to Tribal Affairs.,Ministry of Tribal Affairs
Complaint regarding delay in service by Tribal Affairs.,Ministry of Tribal Affairs
What is the status of my application with Tribal Affairs?,Ministry of Tribal Affairs
Why is there no response from the local office of Tribal Affairs?,Ministry of Tribal Affairs
Why is there no response from the local office of Tribal Affairs?,Ministry of Tribal Affairs
I want to file an RTI regarding Tribal Affairs.,Ministry of Tribal Affairs
What is the status of my application with Tribal Affairs?,Ministry of Tribal Affairs
